Doc_ID,Title,Clean_Content
DETIK_030,"Peraih Habibie Prize 2025 Ingin APBN untuk Riset Dinaikkan, Ini Alasannya",r tedjo sasmono ssi phd raih harga habibie prize bidang ilmu dokter bioteknologi senin acara serah terima harga tokoh capai ilmiah tedjo ungkap harap persentase anggar dapat belanja negara apbn riset didik naik tedjo bentuk kontribusi negara butuh riset kontribusi kontribusi negara persentase apbn riset naik ya nggak riset ya didik tedjo gedung bj habibie brin tingkat persentase apbn riset didik turut dukung ri negara bas sains guna basis data sains buat bijak praktik negara maju negara sciencebased ya sciencebased negaranegara maju patok ya datadata sains ya perintah tingkat dana sains didik sambung tedjo teliti senior pusat riset biologi molekuler prbm eijkman brin in ilmu tahu manfaat maslahat umat manusia contoh kembang vaksin turun sakit dengue vaksin dilicense indonesia lumayan bagus ditrial uji klinik dunia internasional turun turun sakit dengue contoh terap ilmu tahu filologi bidang sehat masyarakat tedjo terap teknologi nyamuk intervensi bakteri wolbachia yogyakarta mampu kendali demam darah dengue dbd kutip laman universitas gadjah mada ugm program terap wolbachia wolbachia uji klinis yogyakarta turun dengue hasil ilmu tahu tedjo aku manfaat vaksin dengue tuntas publik indonesia turut capai sasar organisasi sehat dunia who mati dengue turun harap vaksinasi kombinasi wolbachia turun dengue indonesia teliti peran manfaat ilmu maslahat manusia contoh kembang vaksin diagnostik kuat laboratorium sehat kaca pandemi tenaga ri hadap tantang hadap covid covid ajar tingkat mampu indonesia mandiri hadap pandemi siap generasi siap penelitipeneliti muda siap infrastruktur sdmnya cari sdm unggul harga habibie prize brin notabene lembaga perintah semangat bagi teliti anak muda ri kurang riset rekognisi apresiasi teliti semangat ya anakanak adikadik mudamuda konsisten ajar mimpi dukung infrastruktur tahu upgrade ilmu indonesia kurang critical mass teliti tedjo sasmono teliti demam darah dengue penyakitpenyakit arbovirus infeksi virus tular gigit hewan beruas besar dunia sehat indonesia riset tedjo fokus epidemiologi molekuler dengue indonesia hasil riset hasil meta edar serotip virus dengue kota ungkap dinamika genetik virus deteksi edar virus zika chikungunya publikasi ilmiah rujuk susun bijak sehat nasional global tejo kembang teknologi diagnostik kandidat vaksin arbovirus libat steering committee uji coba terap nyamuk wolbachia yogyakarta upaya tekan transmisi denggi signifikan harga ganjar dedikasi tedjo excellence award menteri sehat republik indonesia newton prize uk indonesia shortlist australia awards fellowship top ilmuwan atas dunia stanford elsevier indonesia rampung postdoc tedjo research investigator fokus riset dbd tuberkulosis proyek novartiseijkmanhasanuddin clinical research initiative visiting scientist genome institute of singapore novartis institute for tropical diseases lbm eikjman menteri riset teknologi tedjo sasmono senior research fellow research group leader lembaga biologi molekuler lbm eijkman pusat riset brin anggota whosearo southeast asia region regional technical advisory group for dengue and other arboviral disease of public health importance
DETIK_031,Pendidikan Maritim Bangun Keahlian di Dunia Laut,kerja politeknik layar sorong
DETIK_032,7 Program Gubernur Kalteng Majukan Pendidikan di Daerah,gubernur kalimantan agustiar sabran upaya prioritas didik daerah jabat februari program strategis luncur program catat maju signifikan program kuliah gratis kelas digital huma betang rincian program rangka tingkat kualitas sumber daya manusia sdm pemprov kalteng dinas didik disdik upaya dukung kalang didik program gagas kuliah gratis prakarsa gubernur kalteng agustiar sabran program hasil antar mahasiswa nikmat manfaat program kuliah gratis total anggar rp miliar program terap universitas muhammadiyah palangkaraya iring guru gabung wujud citacita gubernur keluarga sarjana program kuliah gratis universitas muhammadiyah palangkaraya ikut guru total guru sekalteng dukung program gubernur kalteng h agustiar sabran bidang tingkat kualitas sumber daya manusia plt kepala disdik kalteng muhammad reza prabowo terang tulis selasa gubernur cipta program keluarga sarjana sinergi sambung siswa sma smk skh kalteng terima dana bantu operasional sekolah daerah bosda rinciannya sma negeri siswa sma swasta siswa total sma siswa smk negeri siswa smk swasta siswa total smk siswa skh negeri siswa skh swasta siswa total skh siswa siswa keluarga miskin ekstrem jenis pakai seragam putih abuabu batik pramuka olahraga pasang sepatu siswa keluarga oleh jenis pakai batik olahraga seragam alih siswa kelas xi xii seragam putih abuabu pramuka sepatu bagi siswa keluarga alih siswa kelas asal keluarga adil reza henti tambah hasil pegawai tpp guru resmi bayar rinciannya pppk guru non sertifikasi rp pppk guru sertifikasi rp awas sekolah sertifikasi rp awas non sertifikasi rp guru sertifikasi rp guru non sertifikasi rp kepala sekolah rp tambah rp guru daerah pencil alhamdulillah bayar tpp guru sertifikasi smasmkskh wujud bentuk perhati cinta gubernur dunia didik reza moga iring tingkat apbd besar tingkat sambung reza salur ribu tv interaktif papan tulis digital panel surya starlink sma smk skh sekolah swasta yayasan guru salur tv interaktif total sma negeri unit sma swasta unit total smk negeri unit smk swasta unit total skh negeri unit skh swasta unit wenang sd smp yayasan guru negeri swasta unit benah dengar aspirasi didik kalteng benarbenar rata kualitas reza program gelar tingkat kompetensi guru ma smk smalb materi cakup teknik ajar tarik jaga sehat mental siswa paham rapor didik latih khusus guru skh hadap siswa butuh khusus latih lms guru ajar ulang materi batas rapor didik luncur menteri didik dasar tengah kemendikdasmen catat tingkat provinsi kalteng kalteng kategori rintang tuntas muda tuntas skor tingkat signifikan mampu literasi numerasi jenjang sekolah khusus catat lonjak literasi numerasi puas dunia kerja lulus smk angka partisipasi sekolah tingkat program gagas kelas digital huma betang program bangun ekosistem digital padu hubung guru siswa sekolah platform ajar modern reza sistem hadir pola ajar sinkronus tatap muka daring video conference asinkronus fleksibel akses langkah satu didik kalteng sistem digital efisien reza program roadmap digitalisasi didik kalteng target smasmk pemprov integrasi sistem digital uji coba piloting sekolah platform guru pantau kembang siswa mudah siswa ajar batas ruang tantang didik wilayah pencil transformasi kuat program agustiar ajar gabung konsep ajar jarak sentuh langsung pimpin daerah digitalisasi tren butuh cetak generasi unggul indonesia emas pungkas
DETIK_033,"Kehilangan Orang Tua, Afghan Bisa Lanjutkan Pendidikan Berkat Sekolah Rakyat",semangat afghan jasca ajar surut langkah henti sekolah rakyat tengah kota bandung lanjut didik jalan raih citacitanya citacita gambar profesi afghan impi tulus depan kelak balas baik orang urus orang tua tulus tetangga hati tinggal rumah bilang terima kasih usaha sukses biar balas jasa panggil urus afghan afghan siar pers kemensos rabu afghan hilang peran orang tua tutur afghan milik kakak adik wajah kakak ayah peran orang tua afghan ulur kasih tetangga panggil kali hubung afghan kabar sekolah afghan biasa hidup batas putus sekolah hambat biaya turut sekolah rakyat lanjut didik tunda ajak damping pkh bu sri nama sekolah afghan cerita hari sekolah rakyat sulit bangun pagi senang sekolah rakyat senang makan makan makan remaja usia cerita ikut giat ekstrakulikuler boxing sekolah suka boxing ajar teman hadir sekolah rakyat bawa afghan temu semangat raih milik tuju bangun pagi salat jemaah ajar salur minat bakat afghan sekolah rakyat raih didik pulang penuh kasih sayang simak video komisi x dpr ri sorot kembang sekolah garudasekolah rakyat
DETIK_034,Menyikapi Ketergantungan terhadap GenAI dalam Pendidikan,
DETIK_035,"Heboh Anggaran dari Pendidikan, Bos BGN Buka Suara",media sosial ramai anggar badan gizi nasional bgn sumber anggar didik kepala badan gizi nasional bgn dad hindayana pagu anggar bgn rp triliun anggar program penuh gizi nasional rp triliun program dukung manajemen rp triliun anggar fungsi dad nilai anggar bgn dasar fungsi sehat rp triliun rp triliun fungsi didik rp triliun fungsi ekonomi nota uang ramai bahas masuk anggar didik didik sehat ekonomi asal sumber fungsi dad rapat dengar dapat rdp komisi ix dpr senin dad terang program mbg sasar jenjang didik paudraudhatul athfal tk tetap alokasi anggar rp triliun sasar juta terima manfaat jenjang sdmi derajat alokasi anggar rp triliun target juta siswa makan gizi anak sekolah smpmts nila rp triliun target terima siswa bantu makan gizi anak sekolah smama anggar rp triliun target juta siswa program mbg anak slb anggar rp miliar bantu makan gizi santri nila rp triliun total rp triliun target juta sasar anakanak sekolah dad target program sentuh balita hamil susu hamil dad sebut anggar nila rp triliun target juta orang anggar mbg balita nila rp triliun target juta susu anggar alokasi rp triliun target juta orang anggar cakup orang terima manfaat total alokasi anggar rp triliun anggar bgn ramai bahas netizen media sosial anggar bgn sorot lantar ambil apbn didik total rp triliun guys apbn didik triliun ambil mbg triliun paro sekian gelap tulis zana menteri uang menkeu sri mulyani jabar alokasi anggar didik rancang anggar belanja keluar rapbn total anggar didik capai rp triliun sekolah kampus anggar capai rp triliun siswa mahasiswa rp triliun guru dosen tenaga didik nila rp triliun benefitnya terima guru dosen tenaga didik rp triliun sri mulyani konferensi pers gedung direktorat jenderal pajak jalan jenderal gatot subroto selatan jumat bahan papar anggar mbg capai rp triliun total anggar didik besar rp triliun
DETIK_036,Sebuah Luka dalam Sistem Pendidikan Indonesia,didik sejati transfer tahu
DETIK_037,"Pertama dalam Sejarah, Pendidikan di Lampung Deflasi 15,10%",kali kelompok didik lampung alami deflasi dasar data badan pusat statistik bps indeks harga sektor didik turun agustus agustus turun era gubernur rahmat mirzani djausal mirza salah satu picu bijak hapus uang komite sekolah inflasi yoy lampung agustus capai rendah banding periode inflasi lampung sumbang kelompok makan minum tembakau naik komoditas bawang merah beras tomat kejut peran kelompok didik tekan inflasi daerah subkelompok alami deflasi didik dasar anak usia didik tengah turun tajam sisi didik tingkat didik kelompok didik sumbang deflasi yoy picu turun biaya jenjang smasmk smp sd kontras banding kondisi nasional agustus kelompok didik tingkat nasional catat inflasi yoy subkelompok alami naik didik tengah alami deflasi tipis tanda biaya didik tingkat tingkat nasional lampung gerak lawan arus alami deflasi tajam kepala dinas kominfotik provinsi lampung ganjar jationo nilai bijak mirza hapus uang komite sekolah faktor utama deflasi didik lampung bijak nilai dampak positif aspek turun harga pengaruh optimalisasi subsidi didik bos beasiswa daerah program hapus iur sekolah bijak perintah benarbenar ringan beban rumah tangga dampak nyata keluar masyarakat turun biaya didik daya beli masyarakat tingkat dana alokasi biaya sekolah alih butuh konsumsi sehat investasi makro tekan inflasi lampung didik komponen strategis keranjang inflasi perintah daerah konsisten jaga akses murah didik kurang kualitas model bijak sosial ekonomi orientasi bangun sdm turun biaya tajam antisipasi ganggu standar kualitas layan didik hasil hadir deflasi sektor didik simbol hadir perintah provinsi lampung pihak sektor didik masyarakat rasa langsung ringan biaya potensi tingkat percaya publik perintah provinsi lampung ganjar terang tulis kamis situasi era pimpin mirza catat sejarah lampung kali biaya didik identik inflasi motor deflasi tekan laju inflasi daerah tonton video kemdiktisaintek aju tambah anggar rp t
DETIK_038,Lestari Moerdijat Dorong Perluasan Akses Pendidikan Lebih Merata di RI,wakil ketua mpr ri lestari moerdijat dukung efektivitas luas akses didik rangka wujud layan didik rata tanah air upaya buka akses didik seluasluasnya salur beasiswa baik sarana prasarana didik sepenuh tantang efektivitas upaya lestari moerdijat terang kamis dasar data jaring pantau didik indonesia jppi catat anakanak sekolah sebab faktor ekonomi perintah hadir dana bos beasiswa lestari nilai alokasi anggar didik tingkat kali sasar tantang langkah sasar terobos catat cari solusi lestari nilai sukses langkah terobos sektor didik dukung kait turut solusi daerah beda langkah wujud transparansi butuh upaya libat anggota majelis partai nasdem harap mang penting tingkat pusat daerah kolaborasi akses didik seluasluasnya warga negara sejati konstitusi uud jamin hak warga negara didik wajib negara selenggara sistem didik nasional pungkas lihat video detikjatengjogja awards daftar menang program didik unggul
DETIK_039,"Wamendikdasmen Fajar: Anak Muda Kecanduan Medsos, Tak Percaya Teman Sebaya",fenomena sorot wakil menteri didik dasar tengah wamendikdasmen fajar riza ul haq anak muda candu media sosial medsos percaya teman baya bapakibu hormat didik hadap tantang anakanak muda remajaremaja muda alami candu media sosial arah jalan hidup media sosial tiktok instagram lainlain wamendikdasmen fajar international conference on crosscultural religious literacy icccrl hotel shangri la dukuh pusat selasa fajar didik alami tantang berat letak percaya fondasi hidup masyarakat anakanak cenderung hilang percaya teman baya cenderung percaya institusiinstitusi mapan pimpin imbuh anakanak fajar pandang beda anakanak pandang beda manusia manusia tantang relevansi anakanak agama pegang hidup makna jalan bangun percaya institusi didik kerja kelompok agama perintah butuh dukung sokong kelompokkelompok agama nilai komitmen didik sejati manusia manusia inti dasar manusia ajar percaya orang jauh prejudice hilang stigmastigma sifat negatif fajar menteri didik dasar tengah kemendikdasmen institut leimena menyelengggarakan international conference on crosscultural religious literacy icccrl november hotel shangri la
DETIK_040,"Dukung Pendidikan, ASDP Renovasi Sekolah hingga Kembangkan Vokasi",pt asdp indonesia ferry persero luas dukung perata didik indonesia program tanggung sosial lingkung tjsl program cakup bangun fasilitas sekolah sedia beasiswa dukung sarana ajar ajar daerah cilegon sumbawa direktur utama asdp heru widodo didik investasi jangka maju bangsa bumn tugas hubung antarpulau hubung mimpi anakanak indonesia akses didik rata didik jalan adil heru terang tulis minggu program tjsl asdp salur bantu bangun renovasi sekolah sedia meubel lengkap ajar kembang ruang vokasi pesantren dukung sekolahsekolah cilegon bakauheni gresik lampung panti asuh sekolah alam tumbuh semangat eksplorasi anak komitmen dunia didik wujud beri beasiswa siswa prestasi lanjut didik universitas teknologi sumbawa uts nusa tenggara barat acara wisuda september heru pesan wisuda jalan kontribusi bangsa bayang wisuda diri dermaga ilmu genggam kapal budaya kompas dunia butuh orang pintar orang integritas peduli integritas ilmu cahaya heru tekan peran generasi muda hadir inovasi lanjut pihak lingkung ilmu sayap budaya akar akar jaga tegak sayap bawa terbang corporate secretary asdp shelvy arifin langkah asdp dukung perata didik jalan tuju bangun lanjut tpbsdgs nomor didik kualitas didik rata masyarakat daerah tumbuh mandiri kelola potensi wilayah lanjut fondasi bangun adil shelvy kontribusi asdp sektor didik cermin nilai usaha orientasi kerja bisnis manfaat sosial percaya hasil bumn ukur laba dampak nyata rasa masyarakat imbuh inisiatif didik asdp harap lahir generasi muda cerdas karakter bangun bangsa ruang kelas pesisir kampus pelosok negeri asdp nyala pelita tahu satu anak bangsa tinggal kejar mimpi semangat layan hati asdp seberang kendara tumpang seberang harap didik kapal bawa indonesia layar terang tonton video dirut asdp mudik pulau jawa persen
DETIK_041,Presiden Prabowo dan Revolusi Pendidikan,presiden prabowo subianto diri podium ingat didik nasional luncur sembilan bijak didik strategis program kerja perintah program ekspresi jalan jalan mantan prajurit pimpin revolusi damairevolusi bidang didik didik lepas sejarah politik indonesia kenal era sd inpres orde titik bangun sumber daya manusia tarik prabowo tiru jejak soeharto ambil semangat angkat level kompleks menyeluruhbukan bangun sekolah bangun manusia indonesia dasar pucuk prabowo kenal sosok keliling narasi loyalitas nasionalisme berani tindak sejarah hidup taruna baik komandan pasu elit politis alami pahit kalah alam buat politis tempuh jalan sepi dalam bangsa akar didik visi prabowo didik tibatiba bicara timpang miskin akar nasional benah kualitas sdm negara kaya indonesia tinggal mandat rakyat presiden sektor didik salah medan utama juang barangkali presiden prabowo inspirasi nelson mandela kam senjata ampuh ubah dunia salah wujud komitmen presiden prabowo bidang didik implementasi program makan gizi gratis mbg mbg makan siang bijak bas ilmu gizi psikologi anak adil sosial belakang paham dalam anak lapar ajar program sekolah rakyat ubah paradigma didik cipta rumah anakanak miskin putus sekolah urus perut tinggal program sekolah unggulanyang ruang anakanak jenius pelosok negeri kembang demokrasi tara akses bangun adil milik potensi kalah sisi tenaga didik bijak sentuh sisi rapuh dunia didik guru honorer tingkat tunjang reformasi mekanisme salur dana transparan langsung dosen guru dukung kuliah lanjut cermin pihak laku didik sistem presiden prabowo sadar revolusi didik hasil metode kuno layar pintar digitalisasi ajar kenal renovasi fisik ribu sekolah rusak bijak prabowo pikir jangka pendek bangun fondasi dekade konteks geopolitik kompetitif sdm unggul senjata ampuh negara maju dunia topang didik sdm unggul didik instrumen cetak tenaga kerja fondasi utama lahir inovasi maju teknologi tata kelola perintah negaranegara jepang korea selatan jerman finlandia bukti nyata investasi jangka didik angkat kualitas hidup warga kuat daya saing global tempat bangsa garis adab dunia tugas cerdas anak bangsa tugas sektoral didik tugas menteri didik gagal baca arah sejarah era prabowo didik proyek politik terbesaryakni bangun bangsa tahan banting pikir buka sejahtera asta cita presiden prabowo tekan salah indikator negara maju daya saing sumber daya manusia indonesia tingkat investasi kembang manusia tingkat gizi anak programprogram akselerasi didik kualitas agenda prioritas tunda programprogram didik gagas prabowo babak sejarah politik indonesiasebuah narasi pimpin latar militer pelopor revolusi didik prabowo bidak raja rakyat konteks didik rakyat cerdas benteng baik negara ali rifan direktur eksekutif arus survei indonesia simak video prabowo hapus outsourcing menaker
DETIK_042,Prabowo: Pendidikan-Kesehatan Terbaik Bisa Diwujudkan Jika Tak Ada Korupsi,presiden prabowo subianto perintah wajib penuh butuh didik sehat warga cipta sejahtera prabowo didik sehat wujud jalan demokrasi negara prabowo sambut acara resmi rspon mahar mardjono cawang timur selasa prabowo tekan layan sehat didik rasa rakyat indonesia daerah pencil sehat didik sejahtera sejahtera hak rakyat indonesia miskin tinggal pencil hak layan sehat baik prabowo didik sehat wujud demokrasi negara hasil demokrasi negara didik baik layan sehat baik prabowo elemen alat demokratisasi orang pimpin perintah juang didik sehat alat demokratisasi perintah perintah wajib juang didik baik sehat baik prabowo layan sehat didik wujud perintah bersih korupsi alatalat sehat baik dunia rasa masyarakat beda golong didik sehat baik wujud korupsi manipulasi bocor rupiah beli alatalat baik dunia rakyat golong simak video prabowo noel sangka kpk
DETIK_043,"AI, Guru, dan Masa Depan Pendidikan",kualitas didik turun situasi hadir cerdas buat ai bawa dampak positif dampak negatif tanya manfaat hadir ai peran guru didik topik kian desak dunia didik hadir cerdas buat ai sadar ai resap hidup sehariharimulai rekomendasi tonton navigasi jalan didik tanya dalam ai turun kualitas didik asah daya kritis siswa alat revolusioner kuat ai janji bayang personal ajar mimpi ai analis gaya ajar cepat butuh unik siswa materi ajar sesuai realtime buka jalan ajar efektif makna sisi guru bantu automasi tugas administratif nilai jadwal lapor sita alih bimbing siswa dalam bangun interaksi manusiawi ai buka akses luas siswa daerah pencil milik butuh khusus teknologi baca layar terjemah otomatis tutor virtual hambat geografis batas fisik tekan analisis data ai wawas tajam pola ajar siswa bantu guru sekolah ambil putus bas data iring potensi cerah selip sisi gelap patut waspada khawatir utama risiko turun daya kritis siswa otak manusia otot latih konsisten gantung kalkulator mampu hitung turun siswa serah proses pikir ai proses kognitif melemahsebuah fenomena kenal cognitive offloading siswa jebak konsumen pasif informasi terima ai sumber bias validitas bahaya model ai latih data lepas bias algoritmik kuat ruang gema echo chamber kerdil agam pandang guna ai didik libat kumpul data siswa tanya data kumpul simpan bijak etis lindung data kuat rentan penyalahgunaan plagiarisme kalah serius ai generatif chatgpt esai tugas instan sikap bijak integritas akademikpilar utama pendidikanbisa runtuh perlahan kalah ai ganti sentuh manusia hubung gurusiswa interaksi antarsiswa alam ajar libat empati nilai emosi inti didik sejati lantas harus tolak ai tantang peluang kuat peran guru tata ulang paradigma ajar ai alat bantu ganti otak bekal siswa terampil pikir kritis mampu cari ai cepat cari informasi bantu tugastugas teknis ambil putus pijak nalar manusia literasi ai guru siswa paham kerja ai bias kandung dalam evaluasi informasi literasi kurikulum tiga latih daya kritis ai dorong siswa uji debat ai jadi ai mantik diskusi madam pikir empat bijak kuat adaptif perintah institusi didik rumus bijak lindung hak siswa atur etika guna ai alat jaga integritas akademik guru sentral deras gelombang teknologi peran guru strategis guru fasilitator ajar bimbing inspirasi bentuk karakter ai ganti peran ai nyata wacana sekutu baik didik ancam sembunyi kikis esensi ajar didik tangan guru biar teknologi dikte arah ajar arah teknologi kuat manusia sadar kritis literasi teknologi komitmen nilainilai didik sejati ai kuat transformatif memperkuatbukan menggantikanperan guru martabat didik pormadi simbolon perhati didik budaya pembimas katolik kanwil kemenag provinsi banten
DETIK_044,"Dorong Digitalisasi Pendidikan, UMN Al Washliyah Andalkan Jaringan Indibiz",universitas muslim nusantara umn al washliyah dorong tingkat proses ajar ajar dekat digital pasal digitalisasi lembaga didik bantu proses ajar ajar produktif efektif mudah aktivitas ajar teknologi digital rasa salah ajar umn al washliyah nazira anindi umn al washliyah melek digital fasilitas tunjang kampus inovatif digital bantu proses ajar umn al washliyah lengkap fasilitas lengkap sistem elearning lab bahasa lab komputer micro teaching smart classroom humas transformasi media kreatif milik studio umn channel tunjang proses digitalisasi umn al washliyah andal jaring konektivitas high speed internet hsi indibiz langgan internet indibiz cepat mbps letak titik sebar area kampus jaring internet indibiz bagus kencang jarang ganggu nazira terang tulis jumat nazira aku layan after sales indibiz muas kendala lapang teknisi indibiz lokasi hitung jam atas kendala kendala teknisi cepat lokasi baik harap moga indibiz tahan kualitas tingkat nazira nazira harap proses transformasi digital kembang umn al washliyah jalan mimpi universitas daya saing global wujud
DETIK_045,"Tutup Retret Kepsek-Guru Sekolah Rakyat, Wamensos Bicara Sistem Pendidikan",wakil menteri sosial agus jabo priyono tekan bangun sistem sekolah rakyat kepala sekolah guru siswa adaptasi lingkung didik asrama agus tekan sistem didik proses ajar ajar optimal jalan harap presiden entas miskin jalur didik bangun sistem didik kualitas anakanak lulus milik ilmu karakter terampil agus terang kamis sampai tutup retret bekal guru kepala sekolah rakyat tahap ic pusat didik latih kembang profesi margaguna sempat agus jabar nilainilai guru kepala sekolah perhati amal jabat tugas masingmasing tugas kepala sekolah pimpin ubah perilaku bangun karakter tanam disiplin nilainilai pimpin jalan sistem sekolah rakyat benarbenar pelopor putus rantai miskin didik agus agus indonesia milik bentuk sekolah sekolah formal sd sma sekolah unggul garuda sekolah rakyat khusus keluarga miskin miskin ekstrem kepala sekolah guru alam sekolah formal agus gabung sekolah rakyat butuh ubah mindset metodologi sekolah rakyat dekat kolektif dekat individual sesuai latar anak agus bangun sistem lingkung didik agus pesan kepala sekolah jadi sekolah rakyat sarana putus transmisi miskin harap anakanak hilang didik orang tua miskin anak miskin mari jadi sekolah rakyat jembatan anakanak miskin gapai citacita jalan orang tua milik harap pungkas agus informasi acara tutup retret bekal guru kepala sekolah rakyat hadir kepala sekolah offline guru aplikasi zoom retret laksana tanggal agustus pusdiklatbangprof materi ajar serta kait sekolah rakyat disiplin didik karakter simak video pesan mensos kepala sekolah rakyat tambah
DETIK_046,Menko PMK Dorong Bahasa Isyarat Masuk Kurikulum Pendidikan,menteri koordinator bidang bangun manusia budaya menko pmk pratikno anakanak indonesia alami sulit dengar tekan kuasa bahasa isyarat wujud indonesia inklusif anakanak indonesia alami sulit dengar bicara komunikasi dunia anak orang dewasa isolasi komunikasi paham kondisi mudah serap tahu kembang alami sulit alami sulit kontribusi pratikno wartawan kamis pratikno guna paham bahasa isyarat kawan tuli masyarakat batas dengar wicara komunikasi batas pratikno bahasa indonesia alat komunikasi jembatan bahasa daerah indonesia cipta satu agam bahasa isyarat pratikno hal bahasa indonesia fungsi bahasa satu komunitas tuli kali isolasi masyarakat luas program tara perintah dorong kuat bahasa isyarat indonesia pratikno dorong materi bahasa isyarat kurikulum didik terima kasih dukung komisi nasional disabilitas usaha swasta astra dukung laksana program pratikno orang indonesia komunitas tuli tunawicara tereksklusi komunikasi kembang tahu layan publik misi acara
DETIK_047,"Bareng KPK, TSM Bahas Tantangan Pemberantasan Korupsi di Dunia Pendidikan",sebelas dosen trisakti school of management tsm kolaborasi terbit buku fraud forensic audit buku harap referensi ilmiah kaya literatur bidang akuntansi forensik tata kelola organisasi hadir buku wujud komitmen tsm dukung kembang tahu aplikatif relevan butuh dunia usaha profesi wakil ketua i bidang akademik tsm tita deitiana rabu apresiasi kerja keras kolaborasi dedikasi dosen susun buku harap buku referensi kalang akademisi mahasiswa praktisi buku fraud forensic audit tulis dosen tsm m arief effendi rinjani astrid rudyanto agustin palupi dewi kurnia indrastuti yuliani almalita kartika djati ferry karel tjahjadi novia wijaya magda siahaan buku luncur sama seminar nasional tajuk cegah deteksi fraud anti korupsi guru kampus tsm hubung daring selasa buku bahas aspek cegah deteksi fraud konsep dasar risk assessment forensic accounting audit investigatif studi korupsi cybercrime money laundering bijak antifraud harap buku referensi ilmiah kaya literatur bidang akuntansi forensik tata kelola organisasi moga buku fraud and forensic audit manfaat luas inspirasi lahir karyakarya akademik lingkung trisakti school of management seminar kali hadir narasumber utama lembaga antikorupsi rino haruno plt direktur bina peran masyarakat kpk presiden acfe indonesia chapter hery subowo diskusi bahas tantang strategi berantas korupsi dunia didik libat sivitas akademika cipta iklim transparan akuntabel buku fraud forensic audit publikasi akademik kontribusi konkret tsm cetak generasi profesional tangguh etika hadap tantang integritas era digital global
DETIK_048,Tidak Cukup SPMB Untuk Mewujudkan Pendidikan Bermutu,alumnus s ilmu didik universitas islam nusantara lihat video mendikdasmen sd negeri merger spmb
DETIK_049,"Di Acara Jambore LKSA, Wamensos Bicara Hak Pendidikan untuk Anak",jambore lembaga sejahtera sosial anak lksa sejawa guci forest kabupaten tegal jawa juli riah acara semarak serta kabupatenkota hadir tamu undang unsur perintah pusat daerah wakil menteri sosial agus jabo priyono hadir acara tutup pesan aktivitas rutinitas upaya wujud lindung bahagia anakanak anakanak asuh bina lembaga sejahtera sosial anak lksa agus terang tulis rabu serta ikut agam lomba tari barisberbaris cipta puisi rajin tangan mini vlog games yelyel tunjuk seni anakanak bina lksa jambore giat tahun tuju tingkat kreativitas terampil anakanak erat silaturahmi antarlksa sejawa alam aktivitas ruang bangun karakter arah agus tekan negara tanggung penuh lindung anakanak indonesia asuh lksa kutip preambule undangundang dasar sebut negara maju sejahtera cerdas hidup bangsa agus perintah relevan situasi anakanak bina lksa agus sebut anak sekolah anak indonesia sekolah apa ada kaya miskin panti asuh sekolah perintah presiden agus agus juta anak indonesia sekolah data badan pusat statistik bps tantang prabowo instruksi kemensos bangun sekolah rakyat sekolah rakyat anak putus sekolah lanjut didik putus rantai miskin agus sekolah rakyat prabowo putus transmisi miskin didik anakanak anak hebat mandiri jalan indonesia emas agus didik agus program prioritas nasional cek sehat gratis makan gizi gratis kembang koperasi desa merah putih galak tingkat sejahtera rakyat sempat agus jabo salur bantu asistensi rehabilitasi sosial atensi nila rp juta penuh hidup layak anak nila rp juta alat bantu disabilitas terima manfaat nominal rp juta alat terapi rumah terapi nila rp juta dukung bantu lksa agus apresiasi peran damping asuh anak lksa sebut jembatan wujud impi agus juang urus anakanak wujud impi agus semangat anakanak lksa anakanak bercitacita langit jatuh jatuh bintangbintang wakil bupati tegal ahmad kholid apresiasi hadir agus jajar kemensos energi asuh damping anak jawa giat jambore ahmad acara bentuk pribadi anak percaya giat jambore salah media bentuk karakter sarana kuat nilainilai gotong royong sportifitas luas wawas sosial anakanak ahmad kepala dinas sosial kadinsos provinsi jateng imam maskur pemprov alokasi anggar khusus dukung lksa tahun dinsos jateng alokasi anggar rp miliar agenda upaya maksimal kontribusi bantu temanteman kelola lksa jawa imam sisi mitra deputi kepala wakil bank indonesia jateng teguh triyono upaya sinergi lksa literasi uang digitalisasi sistem bayar bi jateng edukasi nali asli rupiah laku rupiah layan transaksi kait digitalisasi sistem bayar jambore sarana tumbuh anakanak lksa jateng giat ikut sesi edukatif rekreatif rancang kuat karakter tingkat solidaritas bangun percaya salah serta lksa kaliangkrik magelang rahma gembira libat jambore rahma harap jambore aku syukur alam temu teman wisata indah senang temu langsung wamen bantu moga ketemu acara pungkas simak video antusiasme serta simulasi tangan karhutla jambore riau
